id,idFinal,replica,Book,Página,Segmento,Atributo,Propuesta,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8
10455,10455_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"En el Informe a la UNESCO: Comisión Internacional sobre la Educación para el Siglo XXI, presidida por Jacques Delors al referirse a la educación para toda la vida señala lo siguiente: La educación ocupa un lugar cada vez mayor en la vida de los individuos a medida que aumenta su función en la dinámica de las sociedades modernas.","13, 15","En el Informe a la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura: Comisión Internacional sobre la Educación para el Siglo XXI presidida por Jacques Delors, señala que la educación ocupa un lugar cada vez mayor en la vida de los individuos a medida que aumenta su función en la dinámica de las sociedades modernas.",María Annette,13.0,15.0,,,,,,,
10459,10459_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"La división tradicional de la existencia en períodos claramente separados -la infancia y la juventud, dedicadas a la educación escolar, la edad adulta, consagrada a la actividad profesional, y el período de la jubilación- ha dejado de corresponder a las realidades de la vida contemporánea y se ajusta aún menos a los imperativos del futuro.","15, 19","La división tradicional de la existencia en períodos separados ha dejado de corresponder a las realidades de la vida contemporánea y se ajusta aún menos a los imperativos del futuro. / Por un lado, la infancia y la juventud dedicadas a la educación escolar, y por otro, la edad adulta consagrada a la actividad profesional y el período de la jubilación",María Annette,15.0,19.0,,,,,,,
10462,10462_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"Paralelamente, la propia educación está en plena mutación; en todos los ámbitos se observa una multiplicación de las posibilidades de aprendizaje que ofrece la sociedad fuera del ámbito escolar, y la noción de especialización en el sentido tradicional está siendo reemplazada en muchos sectores modernos de actividad por las de competencia evolutiva y adaptabilidad.","15, 12, 21","Paralelamente, la propia educación está en plena mutación. En todos los ámbitos se observa una multiplicación de las posibilidades de aprendizaje que ofrece la sociedad fuera del ámbito escolar. / Y la noción de especialización en el sentido tradicional es reemplazada en muchos sectores modernos de actividad por las de competencia evolutiva y adaptabilidad.",María Annette,15.0,12.0,21.0,,,,,,
10465,10465_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"En este sentido, en el marco de la educación ﬁnan-ciera es importante realizar inversiones en su propia formación, entrenamiento y capaci -tación, haciendo realidad los planteamientos de una educación permanente, para toda la vida que contribuye, a su vez, con la realiza-ción personal.","12, 16, 15, 5","En este sentido, en el marco de la educación ﬁnanciera es importante realizar inversiones en su propia formación, entrenamiento y capacitación. / Hacer realidad los planteamientos de una educación permanente que contribuye con la realización personal.",María Annette,12.0,16.0,15.0,5.0,,,,,
10466,10466_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"La inversión en su propia educación, debería orientarse en función de los logros que puedan alcanzarse en términos de los cuatro aprendizajes fundamentales o pilares de la educación, planteados en el Informe a la UNESCO antes mencionado: aprender a conocer, es decir adquirir los conocimientos para la comprensión; aprender a hacer , para poder inﬂuir sobre el propio entorno; aprender a vivir juntos , para participar y cooperar con los demás en todas las actividades humanas; por último, aprender a ser , un proceso fundamental que recoge elementos de los tres anteriores.","15, 16, 21","La inversión en su propia educación debería orientarse en función de los logros que puedan alcanzarse en términos de los cuatro aprendizajes fundamentales de la educación planteados en el Informe a la UNESCO antes mencionado. / Aprender a conocer es adquirir los conocimientos para la comprensión. Aprender a hacer para poder inﬂuir sobre el propio entorno. Aprender a vivir juntos para participar y cooperar con los demás en todas las actividades humanas. Por último, aprender a ser es un proceso que recoge elementos de los tres anteriores.",María Annette,15.0,16.0,21.0,,,,,,
10472,10472_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"En este marco, surgen, asimismo, otros aprendizajes como “aprender a tener”, no solamente en relación con los bienes, sino, principalmente con tener talentos, valores y actitudes positivas en generar recursos para uno mismo y para los demás y para administrarlos con ética y sabiduría e incrementarlos o desarrollarlos; y, “aprender a emprender” para lograr un perﬁl creativo, innovador, práctico, dinámico, entusiasta, justo, respetuoso y veraz.","16, 3","En este marco, surgen otros aprendizajes como aprender a tener, no solamente en relación con los bienes, sino principalmente con tener talentos, valores y actitudes positivas en generar recursos y administrarlos e incrementarlos con ética y sabiduría. / Y aprender a emprender para lograr un perﬁl creativo, innovador, práctico, dinámico, entusiasta, justo, respetuoso y veraz.",María Annette,16.0,3.0,,,,,,,
10474,10474_LibroBAC.pdf,0,LibroBAC.pdf,234.0,"En este campo, a su vez, se encuentran las inversiones que se realizan pensando en el futuro, como el contar con recursos financieros para crear un fondo parafinanciar las necesidades de educación de los hijos e hijas y para asegurar, cuando se produzca el retiro, una pensión digna, para el cual los países, ofrecen atractivos planes y posibilidades, que pueden incluir, entre otros, fondos de capitalización y pensiones complementarias, por ejemplo.","15, 5",En este campo se encuentran las inversiones que se realizan pensando en el futuro como el contar con recursos para crear un fondo para financiar las necesidades de educación de los hijos e hijas y para asegurar una pensión digna. / Para el cual los países ofrecen atractivos planes y posibilidades que pueden incluir fondos de capitalización y pensiones complementarias,María Annette,15.0,5.0,,,,,,,
10475,10475_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"En ambos casos, se trata de tener una actitud previsora dedicando parte de sus ahorros para invertirlos en la creación de un fondo ya sea para atender, en el futuro, gastos de educación y disponer recursos para dedicarlos al ahorro para su pensión y la cesantía.","16, 12","En ambos casos, se trata de tener una actitud previsora y dedicar parte de sus ahorros para invertirlos en la creación de un fondo ya sea para atender gastos de educación y disponer recursos para su pensión y la cesantía.",María Annette,16.0,12.0,,,,,,,
10477,10477_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"En Costa Rica, como seguramente ocurre en los demás países de la región y quizás del mundo, la Ley de Protección al Trabajador Nº 7983, determina modiﬁcaciones, y establece dos cuentas individuales: el Fondo de Capitalización Laboral y el Régimen Obligatorio de Pensiones Complementarias.","16, 14","En Costa Rica la Ley de Protección al Trabajador n{umero siete mil ovecientos ochenta y tres, determina modiﬁcaciones y establece dos cuentas individuales: el Fondo de Capitalización Laboral y el Régimen Obligatorio de Pensiones Complementarias.",María Annette,16.0,14.0,,,,,,,
10480,10480_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"Los especialistas en inversiones señalan que en el caso de bienes que aumentan su valor se pueden correr mayores riesgos, si no se cuenta con informaciones verídicas pero, si se tiene conocimientos y experiencia en este tipo de inversiones, la selección puede resultar acertada.","16, 5",Los especialistas en inversiones señalan que en el caso de bienes que aumentan su valor se pueden correr mayores riesgos si no se cuenta con información verídica. Pero si se tiene conocimientos y experiencia en este tipo de inversiones la selección puede resultar acertada.,María Annette,16.0,5.0,,,,,,,
10482,10482_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"Como se había señalado anteriormente, las sociedades de inversión son mecanismos establecidos para tener acceso al mercado de capitales y que ofrecen una diversidad de instrumentos de inversión que son administrados por especialistas, que existen para los efectos en cada uno de los países de la región.","17, 5","Como se señaló anteriormente, las sociedades de inversión son mecanismos establecidos para tener acceso al mercado de capitales y ofrecen una diversidad de instrumentos de inversión administrados por especialistas que existen para los efectos en los países de la región.",María Annette,17.0,5.0,,,,,,,
10485,10485_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"Como ya se mencionó, seguramente se presentan conceptos, instituciones y prácticas similares, en lo esencial, en cada uno de los países, que dependiendo de en donde se está leyendo y se aplique este libro, cada persona debe investigar, ya que el conocimiento de la realidad concreta de las instituciones, formas y procesos de inversión debe ser conocida suﬁcientemente por todas aquellas personas que quieran adquirir una educación ﬁnanciera básica, como es la que propone este libro.","15, 12, 5","Como se mencionó, se presentan conceptos, instituciones y prácticas similares en los países que cada persona debe investigar pues el conocimiento de la realidad concreta de las instituciones, formas y procesos de inversión debe ser conocida por todas las personas que quieran adquirir una educación ﬁnanciera básica como la que propone este libro.",María Annette,15.0,12.0,5.0,,,,,,
10486,10486_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"La captación de fondos, bienes o derechos, por otra parte, se realiza mediante oferta pública y son administrados por instituciones autorizadas, en representación de las personas que invierten y, por lo tanto, los rendimientos colectivos son distribuidos proporcionalmente según los certiﬁcados de participación que se tenga.","16, 5, 15","La captación de fondos, bienes o derechos se realiza mediante oferta pública y son administrados por instituciones autorizadas en representación de las personas que invierten. / Por lo tanto, los rendimientos colectivos son distribuidos proporcionalmente según los certiﬁcados de participación que se tenga.",María Annette,16.0,5.0,15.0,,,,,,
10488,10488_LibroBAC.pdf,0,LibroBAC.pdf,235.0,"Para educar e informar a las personas que invertirán en el futuro, las instituciones de valores de cada país, probablemente tendrán o sistematizarán las consultas efectuadas, en determinados períodos del año, lo cual servirá de pautas para absolver preguntas y brindar información y asesoría a los potenciales inversores.","5, 16, 1","Para educar e informar a las personas que invertirán en el futuro, las instituciones de valores de cada país sistematizarán las consultas efectuadas en determinados períodos del año, lo cual servirá de pautas para resolver preguntas y brindar asesoría a los potenciales inversores.",María Annette,5.0,16.0,1.0,,,,,,
10503,10503_LibroBAC.pdf,0,LibroBAC.pdf,236.0,"Como ilustración, se presenta a continuación un ejercicio realizado en Costa Rica, en este sentido, por parte de numerosos inversionistas que se vieron afectados por las circunstancias que inﬂuenciaron algunos fondos de inversión, que dio como resultado las siguientes preguntas y respuestas, que sirvieron a la Superintendencia General de Valores, SUGEVAL, para colocarlas en su respectivo sitio, en la sección: “Al Servicio del Inversionista”, para orientar a las personas que probablemente inviertan en un fondo de inversión.","13, 15, 16, 3, 17, 5",Para ilustrar se presenta a continuación un ejercicio realizado en Costa Rica por parte de numerosos inversionistas que fueron afectados por las circunstancias que inﬂuenciaron algunos fondos de inversión. / Esto dió como resultado las siguientes preguntas y respuestas que sirvieron a la Superintendencia General de Valores para colocarlas en la sección Al Servicio del Inversionista y orientar a las personas que inviertan en un fondo de inversión.,María Annette,13.0,15.0,16.0,3.0,17.0,5.0,,,
10505,10505_LibroBAC.pdf,0,LibroBAC.pdf,236.0,"Dado que allí se plantean conceptos generales que pueden ser válidos para cualquier inversor, sin consideración de tiempo y país, se ha optado por transcribir dichas preguntas y respuestas en toda su dimensión, como un ejemplo de la situación:","16, 1","Ya que allí se plantean conceptos generales que pueden ser válidos para cualquier inversor sin consideración de tiempo y país, se ha optado por transcribir dichas preguntas y respuestas en toda su dimensión como un ejemplo de la situación:",María Annette,16.0,1.0,,,,,,,
10509,10509_LibroBAC.pdf,0,LibroBAC.pdf,236.0,"A diferencia de lo que ocurre cuando uno “mete” su dinero en una cuenta corriente, al invertir en un fondo de inversión el inversionista pasa a ser co- propietario de todos los valores en que está invertido el fondo.","16, 3, 2","A diferencia de lo que ocurre cuando se deposita el dinero en una cuenta corriente, al invertir en un fondo de inversión se pasa a ser copropietario de todos los valores en que está invertido el fondo.",María Annette,16.0,3.0,2.0,,,,,,
10491,10491_LibroBAC.pdf,0,LibroBAC.pdf,236.0,Este cambio en la tendencia de las tasas de interés ha hecho que el precio de los bonos caiga en todo el mundo y que los dueños de esos bonos -entre ellos los fondos- experimenten pérdidas de capital.,"3, 5",Este cambio en la tendencia de las tasas de interés ha hecho que el precio de los bonos caiga en todo el mundo y que los dueños experimenten pérdidas de capital.,María Annette,3.0,5.0,,,,,,,
10492,10492_LibroBAC.pdf,0,LibroBAC.pdf,236.0,"Esta situación se ha visto agravada en Costa Rica, entre otras razones, porque la salida masiva de inversionistas obligó a los administradores de los fondos a vender los bonos, y el exceso de oferta de bonos hizo que en algunos casos los precios disminuyeran aún mucho más.","5, 16, 6","Esta situación se ha agravado en Costa Rica porque la salida masiva de inversionistas obligó a los administradores de los fondos a vender los bonos, y el exceso de oferta de bonos hizo que en algunos casos los precios disminuyeran aún mucho más.",María Annette,5.0,16.0,6.0,,,,,,
10520,10520_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Por esa razón, al aumentar la tasa de interés de 10% a 20% el precio del bono cae por debajo de $100; si al bono le falta poco para vencer, llegará a un precio por debajo de $100 pero cercano a $100; si en cambio le faltan muchos años, llegará a un precio cercano a $50.","14, 21","Por esa razón, al aumentar la tasa de interés de diez porciento a veinte porciento el precio del bono cae por debajo de cien dólares. Si al bono le falta poco para vencer, llegará a un precio por debajo de cien dólares pero cercano a esa cantidad. / Si en cambio le faltan muchos años llegará a un precio cercano a cincuenta dólares.",María Annette,14.0,21.0,,,,,,,
10524,10524_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Suponga un caso extremo en que el precio cae a $50; si en ese momento el bono es vendido, la persona que lo posee realiza una pérdida de capital de $50.","14, 21","Suponga un caso extremo en que el precio cae a cincuenta dólares. Si en ese momento el bono es vendido, la persona que lo posee realiza una pérdida de capital de cincuenta dólares.",María Annette,14.0,21.0,,,,,,,
10526,10526_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Lo contrario ocurre si la tasa de interés disminuye de 10% a 5%: en ese caso, los compradores están dispuestos a pagar por el bono más de los $100 que la persona pagó por él, pues para obtener intereses anuales de $10 se necesita una inversión de $200; el bono ahora tiene un precio alrededor de $200, y de venderlo realizaría una ganancia de $100.","14, 16, 21","Lo contrario ocurre si la tasa de interés disminuye de diez porciento a cinco porciento. En ese caso, los compradores están dispuestos a pagar por el bono más de los cien dólares que la persona pagó por él, pues para obtener intereses anuales de diez dólares se necesita una inversión de docientos dólares. / El bono ahora tiene un precio alrededor de docientos dólares y de venderlo realizaría una ganancia de cien dólares.",María Annette,14.0,16.0,21.0,,,,,,
10529,10529_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Si el poseedor del bono en vez de venderlo lo conserva, seguirá recibiendo el ﬂujo de intereses de $10 y al momento de su vencimiento el emisor le dará el valor facial del título, que puede ser mayor o menor al precio en que había sido comprado.","12, 14, 16","Si el poseedor del bono lo conserva en vez de venderlo, recibirá el ﬂujo de intereses de diez dólares y al momento de su vencimiento el emisor le dará el valor facial del título que puede ser mayor o menor al precio de comprado.",María Annette,12.0,14.0,16.0,,,,,,
10530,10530_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Esos intereses representan un rendimiento del 10% para la persona que compró el bono en $100, pero el rendimiento de mercado del bono estará oscilando: para calcularlo, hay que considerar no sólo los intereses anuales de $10, sino también las pérdidas o las ganancias de capital (no realizadas, mientras el bono no sea vendido) que se producen por las variaciones de precio.","15, 3, 12, 14","Esos intereses representan un rendimiento del diez porciento para la persona que compró el bono en cien dólares, pero el rendimiento de mercado del bono oscilará. / Para calcularlo hay que considerar no sólo los intereses anuales de diez dólares, sino también las pérdidas o las ganancias de capital que se producen por las variaciones de precio.",María Annette,15.0,3.0,12.0,14.0,,,,,
10532,10532_LibroBAC.pdf,0,LibroBAC.pdf,237.0,"Por lo tanto, los rendimientos de mercado del bono son superiores al 10%, en los periodos en que hay ganancias de capital e inferiores al 10% (o incluso negativas) en los periodos en que hay pérdidas de capital.","14, 3","Por lo tanto, los rendimientos de mercado del bono son superiores al diez porciento en los periodos en que hay ganancias de capital e inferiores al diez porciento o incluso negativas en los periodos en que hay pérdidas de capital.",María Annette,14.0,3.0,,,,,,,
10544,10544_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"Si el ajuste en las tasas de interés se da rápidamente en un mercado, de igual forma, los fondos de inversión vuelven a reﬂejar los rendimientos de mercado de los títulos en su cartera, de tal forma que una vez pasado el ajuste, los rendimientos vuelven a alcanzar su nivel normal y en algún momento el ﬂujo de intereses llega a compensar las pérdidas sufridas por la caída de precios.","16, 15","Si el ajuste en las tasas de interés se da rápidamente en un mercado, de igual forma los fondos de inversión vuelven a reﬂejar los rendimientos de mercado de los títulos en su cartera. / De tal forma que una vez pasado el ajuste los rendimientos vuelven a alcanzar su nivel normal y en algún momento el ﬂujo de intereses llega a compensar las pérdidas sufridas por la caída de precios.",María Annette,16.0,15.0,,,,,,,
10550,10550_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"En caso de caídas en los precios, los rendimientos del fondo pueden ser negativos.","19, 9.5",Los rendimientos del fondo pueden ser negativos si hay caídas en los precios,María Annette,19.0,9.0,,,,,,,
10554,10554_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"En estos momentos, la tasa de interés de los bonos ha aumentado entre 2% y 5%, lo cual signiﬁca que los fondos tendrán mayores rendimientos por concepto de intereses pero han debido realizar una pérdida de capital porque los precios de los bonos se han reducido.","14, 17",La tasa de interés de los bonos ha aumentado entre dos porciento y cinco porciento en estos momentos. Signiﬁca que los fondos tendrán mayores rendimientos por concepto de intereses pero han debido realizar una pérdida de capital porque los precios de los bonos se han reducido.,María Annette,14.0,17.0,,,,,,,
10558,10558_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"Los bonos emitidos por el Gobierno o por el Banco Central tienen un sólido respaldo, pero aunque nadie duda de que los bonos sean pagados en el momento de su vencimiento; es completamente normal que cambien de precio y que por lo tanto los fondos de inversión puedan tener tanto ganancias como pérdidas de capital.","21, 16, 15, 5",Los bonos emitidos por el Gobierno o por el Banco Central tienen un sólido respaldo. / No hay duda de que los bonos sean pagados en el momento de su vencimiento pero es normal que cambien de precio y por lo tanto los fondos de inversión puedan tener tanto ganancias como pérdidas de capital.,María Annette,21.0,16.0,15.0,5.0,,,,,
10566,10566_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"Los fondos de inversión cobran por sus servicios, comisiones de distinto tipo: de administración, de reembolso (salida), etc.","3, 13","Los fondos de inversión cobran comisiones de distinto tipo por sus servicios: de administración, de reembols o salida, entre otros.",María Annette,3.0,13.0,,,,,,,
10569,10569_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"Algunas comisiones son deducidas periódicamente de su inversión; otras son deducidas en el momento de retiro, lo cual disminuye el monto que recibe.","21, 9.1",Algunas comisiones son deducidas periódicamente de su inversión. Otras son deducidas en el momento de retiro lo que disminuye el monto que recibe.,María Annette,21.0,9.0,,,,,,,
10572,10572_LibroBAC.pdf,0,LibroBAC.pdf,238.0,"Entre el momento de la solicitud y el momento en que se le liquida la inversión, los rendimientos del fondo se ven afectados por los movimientos en los precios, y si los precios han caído, eso podría hacer que la liquidación sea menor que el saldo que tenía el inversionista en el momento de solicitarla.","15, 19","Los rendimientos del fondo se ven afectados por los movimientos en los precios entre el momento de la solicitud y el momento en que se le liquida la inversión. / Si los precios han caído, eso podría hacer que la liquidación sea menor que el saldo que tenía el inversionista en el momento de solicitarla.",María Annette,15.0,19.0,,,,,,,
10579,10579_LibroBAC.pdf,0,LibroBAC.pdf,239.0,"Suponga, que un año después, los precios de los bonos se han reducido en un 10 % -lo cual conlleva una pérdida de capital- y que en el transcurso del año el fondo ha recibido intereses por $50,000.","14, 3, 16, 9.1","Suponga que un año después los precios de los bonos se han reducido en un diez porciento lo que conlleva una pérdida de capital, y que en el transcurso del año el fondo ha recibido intereses por cincuenta mil dólares.",María Annette,14.0,3.0,16.0,9.0,,,,,
10583,10583_LibroBAC.pdf,0,LibroBAC.pdf,239.0,"Si en ese momento la participación del inversionista en el fondo sigue representando un 1%, al momento de retirarse le darán el 1% de lo que valen los activos del fondo, es decir, $9,500.","14, 16","Si en ese momento la participación del inversionista en el fondo sigue representando un uno porciento, al momento de retirarse le darán el uno porciento de lo que valen los activos del fondo, es decir nueve mil quinientos dólares.",María Annette,14.0,16.0,,,,,,,
10585,10585_LibroBAC.pdf,0,LibroBAC.pdf,239.0,"Si por el contrario, un año después, los precios de los bonos han aumentado en un 10%, lo cual conlleva una ganancia de capital, un año después de que el inversionista realizó su inversión, el fondo tiene un valor de $1,150,000: el $1,100,000 que valen los bonos más los intereses de $50.000","14, 16","Por el contrario, si un año después los precios de los bonos han aumentado en un diez porciento lo cual conlleva una ganancia de capital, un año después de que el inversionista realizó su inversión el fondo tiene un valor de un millón mil quinientos dólares: el mil quinientos cien dólares que valen los bonos más los intereses de cincuenta mil dólares.",María Annette,14.0,16.0,,,,,,,
10604,10604_LibroBAC.pdf,0,LibroBAC.pdf,239.0,"Generar excedentes deﬁniendo las prio- ridades de gastos, suprimiendo gastos no necesarios con el ﬁn de contar con ahorros, considerados como gastos ﬁjos, asimismo, administrar los excedentes de manera rigurosa.","12, 5","Generar excedentes deﬁniendo las prioridades de gastos al suprimir los que no son necesarios, con el ﬁn de contar con ahorros considerados como gastos ﬁjos. Asimismo, administrar los excedentes de manera rigurosa.",María Annette,12.0,5.0,,,,,,,
10605,10605_LibroBAC.pdf,0,LibroBAC.pdf,239.0,"Diversiﬁcar las inversiones en diferentes instrumentos para evitar riesgos; pero, si el capital es pequeño, la diversiﬁcación no sería aconsejable, pues se incurriría en lo que se denomina pulverización.","21, 16","Diversiﬁcar las inversiones en diferentes instrumentos para evitar riesgos. Pero si el capital es pequeño la diversiﬁcación no sería aconsejable, pues se incurriría en lo que se denomina pulverización.",María Annette,21.0,16.0,,,,,,,
10615,10615_LibroBAC.pdf,0,LibroBAC.pdf,240.0,"Frente al riesgo, separando los rendimientos ﬁjos de los variables y analizando los rendimientos previstos por los bancos.","19, 12",Separar los rendimientos ﬁjos de los variables y analizar los rendimientos previstos por los bancos frente al riesgo.,María Annette,19.0,12.0,,,,,,,
10617,10617_LibroBAC.pdf,0,LibroBAC.pdf,240.0,"Expectativas de ganancia a ser deﬁnidas previamente, teniendo en cuenta que para obtener altos rendimientos a corto plazo existen mayores riesgos.","12, 6",Expectativas de ganancia deﬁnidas previamente al tener en cuenta que para obtener altos rendimientos a corto plazo existen mayores riesgos.,María Annette,12.0,6.0,,,,,,,
10620,10620_LibroBAC.pdf,0,LibroBAC.pdf,240.0,"Los portafolios de inversiones pueden contar con fondos que tienen diferentes objetivos o metas de inversión como, por ejemplo, un fondo de acciones de compañías que tienen prestigio y reputación y que cumplen con el pago de dividendos; así como un fondo de bonos que genera ingresos ﬁjos y regulares, que pueden ser de menor riesgo y cuyo rendimiento puede ser menor.","15, 21","Los portafolios de inversiones pueden contar con fondos que tienen diferentes objetivos o metas de inversión, por ejemplo un fondo de acciones de compañías que tienen prestigio y reputación que cumplen con el pago de dividendos./ Así como un fondo de bonos que genera ingresos ﬁjos y regulares y pueden ser de menor riesgo y menor rendimiento.",María Annette,15.0,21.0,,,,,,,
10623,10623_LibroBAC.pdf,0,LibroBAC.pdf,240.0,"El portafolio de inversiones, al considerar diversos fondos, constituye una alternativa favorable para la participación de especialistas en inversiones y para las personas que se inician en este tipo de proyectos debido, principalmente, a su accesibilidad con capitales pequeños, medianos y grandes; así como la facilidad de incrementarlo por cuotas, cubrir todas las acciones o bonos con que cuenta el fondo, que cuentan con facilidades para la liquidez y están administrados por profesionales.","15, 21, 16","El portafolio de inversiones al considerar diversos fondos constituye una alternativa favorable para la participación de especialistas en inversiones y para las personas que se inician en este tipo de proyectos debido a su accesibilidad con capitales pequeños, medianos y grandes. / Así como la facilidad de incrementarlo por cuotas, cubrir todas las acciones o bonos con que cuenta el fondo, que cuentan con facilidades para la liquidez y están administrados por profesionales.",María Annette,15.0,21.0,16.0,,,,,,
10634,10634_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Si es pequeño, ni siquiera vale la pena analizar.",9.6,"Si es pequeño, no vale la pena analizar.",María Annette,9.0,,,,,,,,
10635,10635_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Y al no analizar, acudes al manejo de efectivo de forma normal, o sea: puedes llevarlo ayudándote de una chequera con o sin intereses.","21, 3, 12","Y al no analizar acudes al manejo de efectivo de forma normal, o sea puedes llevarlo con ayuda de una chequera con o sin intereses.",María Annette,21.0,3.0,12.0,,,,,,
10640,10640_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Eso te lleva a que si no tienes tiempo de analizar ni eres experto, te quedan dos opciones: confías en un asesor de inversiones o tomas la decisión.","6, 5",Si no tienes tiempo de analizar ni eres experto te quedan dos opciones: confías en un asesor de inversiones o tomas la decisión.,María Annette,6.0,5.0,,,,,,,
10648,10648_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Si vas a invertir en una institución bancaria, entonces la pregunta que te harás será: ¿voy a invertir en un instrumento de un banco que esté respaldado al 100%?, ¿la chequera para manejo de efectivo, el pagaré con rendimiento liquidable al vencimiento, el certiﬁcado de depósito, la inversión en UD’s o en sociedades de inversión de deuda?","14, 15, 13","Si vas a invertir en una institución bancaria, entonces la pregunta que te harás será: ¿voy a invertir en un instrumento de un banco que esté respaldado al cien porciento? / ¿La chequera para manejo de efectivo, el pagaré con rendimiento liquidable al vencimiento, el certiﬁcado de depósito, la inversión en unidades de desarrollo o en sociedades de inversión de deuda?",María Annette,14.0,15.0,13.0,,,,,,
10655,10655_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Y dos: en un momento determinado debo tener un análisis comparativo en cuanto a tres parámetros importantes: dólar, oro e inﬂación.","18, 5","Y dos, debo tener un análisis comparativo en cuanto a tres parámetros importantes: dólar, oro e inﬂación.",María Annette,18.0,5.0,,,,,,,
10658,10658_LibroBAC.pdf,0,LibroBAC.pdf,241.0,"Cuando esté haciendo ese chequeo, a lo mejor si no le gusta algo deberá pensar en diversiﬁcar en algunos instrumentos, como el propio dólar, el centenario (oro), la onza troy (plata) o algunas otras inversiones en bancos, también respaldadas, pero que vayan ligadas a la UDI.","3, 15","Cuando esté haciendo ese chequeo, si no le gusta algo deberá pensar en diversiﬁcar en algunos instrumentos. / Como el dólar, el centenario o oro, la onza troy o plata, o algunas otras inversiones en bancos también respaldadas pero que vayan ligadas a la unidades de inversión.",María Annette,3.0,15.0,,,,,,,
10663,10663_LibroBAC.pdf,0,LibroBAC.pdf,242.0,"Los mismos Alonso, Brailovsky y Ortiz (1999) presentan de manera general cuatro ejemplos clásicos de gente que fracasa en las inversiones: involucrarse en el fenómeno de mente colectiva, perdiendo su personalidad y su capacidad de tomar sus propias decisiones; asumir la postura del “apostador al seco”, que deﬁne poner todos sus recursos en un solo instrumento de inversión, por ejemplo, conﬁarse de manera excesiva en el promotor o promotora de inversiones, considerando sólo referencias adjetivas; y, pensar que se es “inmortal”, que no le pasa nada; asumir actitudes de soberbia y crear situaciones irreales.","15, 21, 3","Alonso, Brailovsky y Ortiz presentan de manera general cuatro ejemplos clásicos de gente que fracasa en las inversiones: involucrarse en el fenómeno de mente colectiva, perder su personalidad y su capacidad de tomar sus propias decisiones. / Asumir la postura del apostador al seco, que deﬁne poner todos sus recursos en un solo instrumento de inversión, por ejemplo, conﬁarse de manera excesiva en el promotor o promotora de inversiones, considerar sólo referencias adjetivas. / Y, pensar que se es inmortal, que no le pasa nada. / Asumir actitudes de soberbia y crear situaciones irreales.",María Annette,15.0,21.0,3.0,,,,,,
10668,10668_LibroBAC.pdf,0,LibroBAC.pdf,242.0,"También, existen otros factores que inﬂuyen negativamente en el logro de los resultados esperados en las inversiones, como por ejemplo, los citados en el Curso Introductorio al Programa de Formación de Inversores (PSP USA Corp. 2016): falta de capital inicial, falta de formación especíﬁca y falta de motivación y acompañamiento.","15, 13, 3","También, existen otros factores que inﬂuyen negativamente en el logro de los resultados esperados en las inversiones, por ejemplo los citados en el Curso Introductorio al Programa de Formación de Inversores: falta de capital inicial, falta de formación especíﬁca, y falta de motivación y acompañamiento.",María Annette,15.0,13.0,3.0,,,,,,
10671,10671_LibroBAC.pdf,0,LibroBAC.pdf,242.0,"En todo caso, se deben tomar precauciones para prevenir los riesgos y evitar, de esa manera, los errores o el fracaso en las inversiones que se realicen, por no haber tomado decisiones correctas.","5, 16","En todo caso, se deben tomar precauciones para prevenir los riesgos y evitar los errores o el fracaso en las inversiones que se realicen por no haber tomado decisiones correctas.",María Annette,5.0,16.0,,,,,,,
10680,10680_LibroBAC.pdf,0,LibroBAC.pdf,242.0,"Un análisis completo y con informaciones verídicas y suﬁcientes permitirá tomar decisiones adecuadas y, consecuentemente, evitar los fracasos en las inversiones.","16, 5",Un análisis completo y con informaciones verídicas permitirá tomar decisiones adecuadas y consecuentemente evitar los fracasos en las inversiones.,María Annette,16.0,5.0,,,,,,,
